"","Crash_Score","year","Month","Rd_Feature","Rd_Character","Rd_Class","Rd_Configuration","Rd_Surface","Rd_Conditions","Traffic_Control","Work_Area","good_weather"
"13998",5.16,2014,2,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","YES",0.363498370405888
"13999",1.73,2014,2,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"14000",5.13,2014,2,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14001",11.74,2014,2,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14002",7.81,2014,2,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14003",10.28,2014,2,"NONE","STRAIGHT","STATE HWY","TWO-WAY","OTHER","OTHER","OTHER","NO",1.72928008665974
"14004",1.98,2014,2,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"14005",4.45,2014,2,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14006",1.33,2014,2,"DRIVEWAY","STRAIGHT","OTHER","OTHER","COARSE ASPHALT","DRY","STOP","NO",0.363498370405888
"14007",3.63,2014,2,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14008",5.93,2014,2,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","ICE-SNOW-SLUSH","STOP","NO",1.72928008665974
"14009",19.8,2014,2,"NONE","OTHER","OTHER","TWO-WAY","SMOOTH ASPHALT","ICE-SNOW-SLUSH","OTHER","NO",1.72928008665974
"14010",5.2,2014,2,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14011",5.23,2014,2,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",2.07341841766101
"14012",2.99,2014,2,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"14013",14.08,2014,2,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14014",4.04,2014,2,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","ICE-SNOW-SLUSH","STOP","NO",1.72928008665974
"14015",2.04,2014,2,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","ICE-SNOW-SLUSH","OTHER","NO",1.72928008665974
"14016",15.02,2014,2,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14017",4.16,2014,2,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14018",2.41,2014,2,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"14019",12.32,2014,2,"NONE","STRAIGHT","STATE HWY","OTHER","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14020",10.86,2014,2,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14021",2.95,2014,2,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","COARSE ASPHALT","ICE-SNOW-SLUSH","STOP","NO",1.72928008665974
"14022",6.04,2014,2,"DRIVEWAY","STRAIGHT","OTHER","OTHER","COARSE ASPHALT","WET","OTHER","NO",3.13820122145792
"14023",9.41,2014,2,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14024",7.51,2014,2,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","STOP","NO",-0.701284433391025
"14025",1.94,2014,2,"NONE","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14026",4.57,2014,2,"DRIVEWAY","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14027",14.7,2014,2,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14028",4.84,2014,2,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14029",8.38,2014,2,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14030",7.63,2014,2,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14031",2.16,2014,2,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14032",3.07,2014,2,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14033",7.88,2014,2,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14034",8.88,2014,2,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14035",6.31,2014,2,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14036",2.28,2014,2,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14037",2.6,2017,10,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",0.363498370405888
"14038",12.58,2017,10,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14039",3.5,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14040",2.43,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14041",3.49,2017,9,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14042",17.27,2017,10,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14043",4.86,2017,10,"NONE","STRAIGHT","OTHER","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14044",6.93,2017,10,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14045",6.85,2017,10,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14046",5.04,2017,10,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14047",7.3,2017,10,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14048",7.37,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14049",8.24,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14050",14.34,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14051",9.3,2017,10,"NONE","STRAIGHT","US HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14052",5.98,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",0.363498370405888
"14053",8.22,2017,10,"INTERSECTION","STRAIGHT","US HWY","TWO-WAY","COARSE ASPHALT","DRY","STOP","NO",0.363498370405888
"14054",2.57,2017,10,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14055",8.95,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14056",6.72,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14057",1.95,2017,10,"INTERSECTION","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14058",13.75,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14059",4.83,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14060",16.43,2017,10,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14061",12.32,2017,10,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14062",10.4,2017,10,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14063",2.54,2017,10,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14064",2.47,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14065",10.81,2017,10,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14066",8.35,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14067",1.64,2017,10,"NONE","STRAIGHT","OTHER","OTHER","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14068",12.22,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14069",3.95,2017,10,"NONE","OTHER","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14070",7.49,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14071",4.18,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14072",6.69,2017,11,"NONE","STRAIGHT","OTHER","OTHER","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14073",3.32,2017,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14074",6.79,2017,11,"INTERSECTION","OTHER","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","STOP","YES",-0.701284433391025
"14075",9.31,2017,11,"NONE","STRAIGHT","US HWY","TWO-WAY","CONCRETE","DRY","OTHER","NO",-0.701284433391025
"14076",7.02,2017,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14077",4.88,2017,11,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14078",2.94,2017,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14079",6.49,2017,11,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14080",8.87,2017,11,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14081",5.29,2017,11,"NONE","STRAIGHT","OTHER","TWO-WAY","CONCRETE","DRY","OTHER","NO",-0.701284433391025
"14082",4.29,2017,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14083",2.13,2017,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"14084",5.4,2017,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14085",4.53,2017,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",0.363498370405888
"14086",4.44,2017,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"14087",4.8,2017,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14088",11.45,2017,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"14089",1.42,2017,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14090",1.59,2017,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14091",3.99,2017,11,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14092",7.06,2017,11,"NONE","STRAIGHT","US HWY","TWO-WAY","OTHER","WET","OTHER","NO",3.13820122145792
"14093",16.71,2017,11,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14094",2.28,2017,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14095",6.44,2017,11,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14096",2.42,2017,11,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14097",12.52,2017,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14098",4.24,2017,11,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14099",7.91,2017,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14100",6.34,2017,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14101",1.09,2017,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14102",8.73,2017,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14103",1.68,2015,7,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14104",4.96,2014,10,"NONE","STRAIGHT","OTHER","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14105",9.01,2014,11,"OTHER","OTHER","STATE HWY","OTHER","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14106",7.05,2014,11,"INTERSECTION","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14107",6.73,2014,11,"NONE","OTHER","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14108",5.29,2014,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",2.07341841766101
"14109",7.75,2014,11,"OTHER","OTHER","US HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",2.07341841766101
"14110",6.74,2014,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14111",11.83,2014,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14112",9.17,2014,11,"DRIVEWAY","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14113",8.38,2014,11,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14114",6.12,2014,11,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14115",6.5,2014,11,"NONE","OTHER","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",0.363498370405888
"14116",11.45,2014,11,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","YES",0.363498370405888
"14117",10.42,2014,11,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14118",5.88,2014,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14119",3.13,2014,11,"OTHER","STRAIGHT","STATE HWY","TWO-WAY","CONCRETE","WET","OTHER","NO",3.13820122145792
"14120",2.02,2014,11,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"14121",10.48,2014,11,"INTERSECTION","OTHER","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14122",3.41,2014,11,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14123",7.62,2014,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14124",9.97,2014,11,"DRIVEWAY","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14125",3.98,2014,11,"DRIVEWAY","STRAIGHT","OTHER","OTHER","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"14126",10.92,2014,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14127",2.86,2014,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"14128",3.54,2014,11,"NONE","STRAIGHT","US HWY","TWO-WAY","COARSE ASPHALT","WET","OTHER","NO",3.13820122145792
"14129",2.87,2014,11,"INTERSECTION","STRAIGHT","STATE HWY","OTHER","COARSE ASPHALT","WET","STOP","NO",3.13820122145792
"14130",3.27,2014,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",0.363498370405888
"14131",1.37,2014,11,"NONE","OTHER","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14132",6.44,2014,11,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"14133",0.49,2014,11,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14134",8.53,2014,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14135",5.65,2014,11,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14136",11.62,2014,11,"NONE","OTHER","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"14137",0.45,2014,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","OTHER","DRY","OTHER","NO",-0.701284433391025
"14138",2.7,2014,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14139",4.42,2014,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"14140",3.84,2014,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14141",14.95,2014,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"14142",6.09,2014,11,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14143",1.71,2014,12,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14144",0.79,2014,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14145",2.42,2014,12,"INTERSECTION","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14146",1.54,2014,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"14147",4.53,2014,12,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14148",5.04,2014,12,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14149",3.38,2014,12,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14150",4.79,2014,12,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14151",1.4,2014,12,"INTERSECTION","OTHER","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14152",2.35,2014,12,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14153",2.17,2014,12,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14154",4.34,2014,12,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"14155",1.67,2014,12,"OTHER","STRAIGHT","US HWY","TWO-WAY","OTHER","WET","OTHER","NO",3.13820122145792
"14156",16.53,2014,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14157",13.88,2014,12,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14158",6.78,2014,12,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14159",3.06,2014,12,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14160",5.07,2014,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14161",16.32,2014,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14162",7.07,2014,12,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14163",12.15,2014,12,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14164",7.27,2014,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",2.07341841766101
"14165",9.62,2014,12,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14166",7.52,2015,3,"OTHER","STRAIGHT","STATE HWY","TWO-WAY","CONCRETE","DRY","OTHER","NO",0.363498370405888
"14167",4.91,2015,3,"DRIVEWAY","STRAIGHT","OTHER","OTHER","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"14168",3.88,2015,3,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"14169",7.97,2015,3,"INTERSECTION","OTHER","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14170",6.64,2015,3,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14171",5.53,2015,3,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14172",3.97,2015,3,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14173",5.44,2015,3,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14174",6.44,2018,12,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14175",15.9,2018,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"14176",2.17,2018,12,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14177",15.98,2018,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14178",3.22,2018,12,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14179",3.94,2018,12,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14180",5.64,2018,12,"OTHER","STRAIGHT","US HWY","OTHER","COARSE ASPHALT","DRY","STOP","NO",-0.701284433391025
"14181",12.76,2018,12,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"14182",6.78,2018,12,"NONE","STRAIGHT","OTHER","OTHER","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"14183",7.55,2018,12,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"14184",9.22,2018,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
